ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Total_Spending
2569,1987,-1.3951726392612298,0,0,2012-10-10,-0.383664176349749,-0.8942520546750115,-0.3093768360414829,17,6,1,5,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-0.8584550962200763,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.2036288907164945
2114,1946,1.220537515138183,0,0,2012-11-24,-0.9016917562312668,2.08623436903829,-0.108192639580933,115,59,68,45,-0.6858866249126978,1.049344892717545,1.142174748287431,1.910577662147402,3,0,0,1,1,0,0,3,11,1,False,False,False,False,True,False,False,False,False,True,False,False,False,1.978041729457357
9736,1980,-0.4153549482101065,1,1,2012-12-24,0.0652930595475662,-0.7456734692456345,-0.5357090570596016,19,2,13,4,0.349413940993261,-0.3904912847325628,-0.9108984919135952,-0.8584550962200763,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.281382526305236
4939,1946,-0.578744451875418,0,0,2012-08-31,-1.00529727220757,-0.6535547462794208,-0.5357090570596016,38,150,12,28,-0.1682363419597184,-0.0305322403700358,-0.5687196185467573,0.0645558232357498,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,-1.1892638033390224
6565,1949,0.9886362758283704,0,1,2013-03-28,1.446699939231613,2.104063799289815,1.350392784758054,498,0,16,176,-0.1682363419597184,2.489181070167653,0.4578170015537556,0.987566742691576,5,0,0,0,1,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,3.4544565840478687
2278,1985,-0.7364612637264326,1,0,2012-11-03,1.2740240792711075,-0.8912804829664238,-0.2339327623687767,19,30,24,39,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.8584550962200763,6,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,True,False,False,False,-1.1252132453352006
9360,1982,-0.6075073962859374,0,0,2012-08-08,-0.2800586603734455,-0.6476116028622457,-0.6111531307323078,73,69,38,48,-0.6858866249126978,-0.0305322403700358,-0.2265407451799197,-0.2431144832495255,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.2587647335945535
5376,1979,-1.989447029609683,1,0,2013-01-06,-0.2455234883813443,-0.9001951980921865,-0.6363011552898765,1725,1,1,1,6.561217336429014,-1.4703684178201435,8.67010996235786,-1.7814660156759023,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.536496353382063
1993,1949,0.2540626344108284,0,1,2012-12-23,0.4797151234527804,1.673185901544622,-0.6614491798474453,86,0,0,19,0.349413940993261,-0.7504503290950897,0.1156381281869179,0.987566742691576,8,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0117367216971769
4047,1954,0.5223969366406321,0,1,2014-01-11,-1.696000712049594,0.2379167662968407,-0.6614491798474453,102,21,32,5,0.349413940993261,0.689385848355018,-0.2265407451799197,0.987566742691576,4,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.4235324135506045
1409,1951,-0.461735196072069,0,1,2013-03-18,0.6869261554053875,-0.1008424084821386,-0.5860051061747391,27,39,6,99,2.4200150728051786,1.049344892717545,-0.5687196185467573,-0.2431144832495255,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.6868475146568778
7892,1969,-1.3445977953394,0,0,2013-01-02,1.3776295952474111,-0.8853373395492488,-0.5608570816171703,25,15,12,13,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.8584550962200763,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,-1.446194421166419
2404,1976,0.0444127284852649,1,1,2013-05-27,-1.557860024081189,-0.3890848642151298,-0.5608570816171703,30,3,6,41,0.8670642239462404,0.3294268039924911,-0.5687196185467573,-0.5507847897348009,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.9499419458323002
5255,1986,0.0,1,0,2013-02-20,-1.0398324441996714,-0.8883089112578363,-0.6363011552898765,3,3,263,362,-1.203536907865677,8.248525779968084,-0.9108984919135952,-1.7814660156759023,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,-1.5246100665477127
9422,1989,-0.5547753315333185,1,0,2013-05-31,-0.7980862402549632,-0.7961901882916226,-0.6111531307323078,42,20,21,10,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.4073433190239304
1966,1965,1.2931639497747445,0,0,2013-11-22,1.6193757991921194,1.1293882788731024,1.8533532759094284,801,21,66,0,-0.6858866249126978,0.689385848355018,2.168711368387944,1.2952370491768512,2,0,0,1,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,2.982741554782531
6864,1989,-1.6486061383450283,0,0,2014-05-22,-0.5218048643181538,-0.8793941961320737,-0.5608570816171703,10,2,2,4,-0.1682363419597184,-0.3904912847325628,-0.9108984919135952,-0.8584550962200763,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,True,False,False,False,False,False,-1.440251277749244
3033,1963,-0.5443887127184087,0,0,2013-05-11,0.2379689195080722,-0.5703507384389697,-0.2339327623687767,44,34,22,89,-0.6858866249126978,-0.7504503290950897,0.7999958749205932,-0.8584550962200763,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.8042835008077464
5710,1970,-0.4673679393524624,0,1,2012-10-10,-0.6254103802944573,-0.5762938818561448,-0.6614491798474453,5,2,0,3,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,5,0,1,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,-1.2377430617035905
7373,1952,-0.2251999268294506,0,2,2012-10-29,-1.4197193361127844,-0.6178958857763703,-0.3596728851566204,96,33,22,43,1.9023647898521991,-0.0305322403700358,-0.5687196185467573,0.0645558232357498,6,0,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.9775687709329908
8755,1946,0.6555454001409947,0,0,2013-02-20,-1.557860024081189,0.5291307937384195,0.1935836551098918,471,119,68,22,-0.6858866249126978,-0.3904912847325628,0.7999958749205932,0.987566742691576,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,0.7227144488483114
10738,1951,-0.1141829511116265,1,1,2013-08-29,0.203433747515971,-0.7843039014572725,-0.6614491798474453,19,2,1,3,-0.6858866249126978,-0.7504503290950897,-0.9108984919135952,-0.8584550962200763,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,-1.445753081304718
4339,1970,0.6034525119308318,0,1,2013-12-31,-0.4181993483418502,1.182876569627678,-0.2339327623687767,151,0,8,35,1.3847145068992197,0.3294268039924911,1.142174748287431,1.910577662147402,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,0.9489438072589012
10755,1976,-1.139701764948353,1,0,2013-09-02,0.9286723593500956,-0.8853373395492488,-0.5860051061747391,14,15,7,36,0.349413940993261,-0.3904912847325628,-0.5687196185467573,-1.1661254027053516,7,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,-1.471342445723988
8595,1973,-0.3922247470799805,0,1,2014-02-11,1.7229813151684228,-0.7397303258284594,-0.6614491798474453,6,2,0,4,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-0.8584550962200763,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,-1.4011795056759049
2968,1943,-0.1318002545630697,0,0,2013-02-01,0.1343634035317686,0.3954100668519803,-0.4602649833868953,206,160,49,42,-0.1682363419597184,1.049344892717545,2.5108902417547814,-0.2431144832495255,6,1,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.064854916534915
8601,1980,1.109121054081324,0,1,2013-04-29,-1.5923951960732905,0.3478649195145797,1.2498006865277789,536,82,178,102,-0.1682363419597184,1.409303937080072,1.142174748287431,-0.2431144832495255,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1.5976656060423586
503,1985,-1.2658991835495066,1,0,2013-03-12,1.34309442325531,-0.8645363375891361,-0.6363011552898765,29,3,0,7,-0.1682363419597184,-0.7504503290950897,-0.9108984919135952,-0.8584550962200763,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,-1.5008374928790125
8430,1957,-1.2085730373979853,0,1,2012-12-24,-1.557860024081189,-0.8764226244234862,-0.6614491798474453,6,3,1,3,-0.6858866249126978,-1.4703684178201435,-0.9108984919135952,-0.8584550962200763,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,-1.5378718042709316
7281,1959,0.0,0,0,2013-11-05,1.0668130473185005,-0.6624694614051834,-0.3848209097141891,50,3,2,39,-0.6858866249126978,-1.1104093734576166,0.1156381281869179,-0.5507847897348009,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,-1.0472903711193724
2139,1975,-1.7875870877953015,1,0,2013-10-02,-1.0398324441996714,-0.8942520546750115,-0.6363011552898765,10,3,2,12,0.349413940993261,-0.7504503290950897,-0.9108984919135952,-0.8584550962200763,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,-1.530553209964888
1371,1976,1.106324656708079,0,0,2014-06-28,0.790531671381691,-0.5376634496445067,3.462826847593828,266,227,30,174,-0.6858866249126978,-0.7504503290950897,0.4578170015537556,0.987566742691576,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,2.925163397949321
9909,1996,-1.7875870877953015,0,0,2012-11-09,-0.8671565842391655,-0.8942520546750115,-0.208784737811208,14,15,22,50,0.349413940993261,-0.3904912847325628,-0.5687196185467573,-0.8584550962200763,9,0,0,0,0,0,0,3,11,1,True,False,False,False,False,False,False,False,True,False,False,False,False,-1.1030367924862194
7286,1968,-0.4202286693463334,1,0,2013-05-24,1.4812351112237143,-0.8645363375891361,-0.5105610325020329,15,3,5,13,-0.6858866249126978,-0.7504503290950897,-0.9108984919135952,-1.1661254027053516,10,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,-1.375097370091169
7244,1951,0.0,2,1,2014-01-01,1.6193757991921194,-0.7605313277885721,-0.5357090570596016,48,6,10,7,0.349413940993261,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,-1.2962403848481738
6566,1954,0.8110650426273168,1,1,2012-11-08,-0.3491290043576479,1.5513514614925328,0.5959520480309917,317,50,38,38,3.455315638711137,0.3294268039924911,-0.2265407451799197,1.910577662147402,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,2.1473035095235247
8614,1957,0.528868599132999,0,1,2014-05-12,-0.6944807242786596,-0.175131701196827,-0.1836367132536392,125,37,67,14,-0.6858866249126978,-0.0305322403700358,-0.2265407451799197,1.2952370491768512,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.3587684144504663
4114,1964,1.074445726653087,0,0,2012-08-11,-1.6269303680653917,1.028354840781126,0.269027728782598,780,27,167,32,-0.6858866249126978,0.689385848355018,2.168711368387944,2.218247968632677,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1.297382569563724
1331,1977,-0.6574430636653114,1,0,2013-01-02,0.1688985755238698,-0.8675079092977236,-0.5105610325020329,20,30,1,3,-0.1682363419597184,-0.7504503290950897,-0.9108984919135952,-0.8584550962200763,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,-1.3780689417997565
2225,1977,1.21182873474722,0,0,2014-06-07,0.1688985755238698,0.6123348015788707,2.3563137670608034,550,156,40,241,-0.6858866249126978,-0.0305322403700358,2.168711368387944,0.3722261297210252,1,1,0,0,1,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,2.968648568639674
9381,1978,0.5643029487054028,1,1,2013-06-12,0.2725040915001733,0.0715087506159386,-0.4351169588293266,124,12,24,109,2.4200150728051786,-0.0305322403700358,-0.2265407451799197,1.2952370491768512,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.363608208213388
6260,1955,1.2039189250343274,0,0,2012-11-19,0.203433747515971,2.020859791449364,0.6211000725885605,432,180,120,190,-0.6858866249126978,-0.3904912847325628,2.5108902417547814,2.218247968632677,1,0,0,1,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,False,True,False,False,2.6419598640379247
10383,1966,0.7206615104036983,0,0,2013-04-02,-0.6599455522865585,-0.0265531157674501,0.2187316796674606,482,121,120,40,-0.6858866249126978,0.3294268039924911,0.7999958749205932,1.2952370491768512,3,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,0.1921785639000104
7437,1988,-0.9711189518755864,1,0,2014-04-28,-0.6254103802944573,-0.8645363375891361,-0.6614491798474453,8,2,1,5,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-0.5507847897348009,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,-1.5259855174365815
8557,1982,0.0,1,0,2013-06-17,0.2725040915001733,-0.8704794810063111,-0.5860051061747391,22,2,2,6,-0.1682363419597184,-0.7504503290950897,-0.9108984919135952,-0.8584550962200763,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,-1.45648458718105
8375,1968,0.1480791739648452,0,1,2014-03-03,0.4797151234527804,0.4251257839378557,-0.6614491798474453,28,0,0,43,0.349413940993261,1.409303937080072,-0.2265407451799197,0.0645558232357498,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.2363233959095896
6853,1982,0.9399789615339086,0,0,2013-07-04,-1.2815786481443796,1.2125922867135537,-0.007600541350658,538,69,13,80,-0.6858866249126978,-0.3904912847325628,1.142174748287431,1.6029073556621267,1,0,1,1,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,True,False,False,False,1.204991745362895
3076,1975,0.5754885381983824,1,1,2012-09-07,-1.0743676161917726,0.4399836424807934,-0.208784737811208,102,16,18,6,0.8670642239462404,-0.0305322403700358,-0.2265407451799197,1.910577662147402,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,0.2311989046695854
1012,1952,0.3825371194444816,0,1,2013-02-18,-0.7980862402549632,0.6509652337905086,-0.4854130079444641,134,37,14,169,0.8670642239462404,1.409303937080072,-0.2265407451799197,1.2952370491768512,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,0.1655522258460445
6518,1951,0.6165156825172761,0,1,2013-06-11,-1.4197193361127844,0.719311383088022,-0.6614491798474453,48,0,6,6,-0.6858866249126978,1.049344892717545,0.1156381281869179,0.6798964362063006,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0578622032405766
4137,1948,0.7358020047531245,0,0,2013-12-06,-0.6944807242786596,0.2795187702170663,0.3444718024553043,367,119,122,30,-0.6858866249126978,1.049344892717545,0.4578170015537556,-0.5507847897348009,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,0.6239905726723707
8082,1971,-1.059684851539644,1,0,2013-05-21,0.8941371873579945,-0.9001951980921865,-0.5860051061747391,6,3,6,15,-0.6858866249126978,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,7,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.4862003042669256
1386,1967,-0.7899124020893145,1,1,2014-05-11,-1.696000712049594,-0.8734510527148986,-0.6614491798474453,1,0,0,0,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-1.1661254027053516,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,-1.534900232562344
9369,1979,1.4360199070136572,0,1,2014-03-19,-1.0398324441996714,1.1412745657074526,-0.3093768360414829,309,201,24,38,-0.6858866249126978,2.489181070167653,2.5108902417547814,1.2952370491768512,5,1,0,0,1,0,0,3,11,1,True,False,False,False,False,False,False,False,False,True,False,False,False,0.8318977296659696
4477,1958,0.6730828065246308,0,1,2013-09-27,-1.557860024081189,-0.169188557779652,0.570804023473423,159,7,82,109,-0.6858866249126978,0.3294268039924911,-0.2265407451799197,1.2952370491768512,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,0.4016154656937709
1357,1970,0.9031064647409788,1,2,2013-04-08,1.4121647672395123,1.640498612750159,0.8222842690491103,487,58,29,73,2.4200150728051786,-0.7504503290950897,0.7999958749205932,-0.2431144832495255,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,2.4627828817992694
1402,1954,0.5889911426577652,0,0,2012-09-11,-1.6614655400574927,0.570732797658645,0.2438797042250293,460,189,60,12,0.349413940993261,-0.0305322403700358,1.8265324950211064,0.0645558232357498,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,0.8146125018836744
10629,1973,0.0,1,0,2012-09-14,-0.8326214122470643,-0.8288774770860856,-0.5860051061747391,43,17,4,17,0.349413940993261,-0.3904912847325628,-0.9108984919135952,-0.8584550962200763,8,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,-1.4148825832608247
6312,1959,0.5106920162069069,0,1,2013-03-17,-0.6944807242786596,-0.136501268985189,2.02938944781241,291,84,37,86,0.8670642239462404,2.129222025805126,0.1156381281869179,2.218247968632677,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1.892888178827221
8132,1975,0.3349184670315107,1,1,2013-04-05,1.34309442325531,0.7757712455511853,-0.5105610325020329,65,0,6,19,1.3847145068992197,1.7692629814425989,-0.2265407451799197,0.6798964362063006,7,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,0.2652102130491524
1050,1952,-0.955379229517608,0,0,2014-04-30,0.3070392634922745,-0.8615647658805485,-0.4099689342717579,13,4,15,9,-0.6858866249126978,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.2715337001523064
5846,1977,-0.4794323965913191,1,0,2012-12-19,0.6523909834132863,-0.897223626383599,-0.6363011552898765,6,2,1,1,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-1.1661254027053516,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,-1.5335247816734756
1859,1972,0.918966032700668,0,0,2012-08-27,-0.5218048643181538,1.239336432090841,2.1299815460426847,925,97,18,18,-0.6858866249126978,1.049344892717545,1.142174748287431,-0.2431144832495255,5,0,0,0,0,0,0,3,11,1,False,False,False,True,False,False,False,False,True,False,False,False,False,3.369317978133526
7503,1976,0.9418964911612764,0,0,2012-10-12,-0.3145938323655466,2.163495233461566,1.9790933986972723,779,137,105,51,-1.203536907865677,0.3294268039924911,1.8265324950211064,0.987566742691576,4,1,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,4.142588632158838
10401,1976,-1.0355159885280272,0,0,2013-09-04,-1.2815786481443796,-0.9001951980921865,-0.6614491798474453,5,0,3,9,-0.6858866249126978,-1.4703684178201435,-0.9108984919135952,-0.8584550962200763,3,0,0,0,0,0,1,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,-1.5616443779396318
1618,1965,0.1517544390839671,0,0,2013-01-02,-1.3851841641206832,0.8114301060542357,-0.6614491798474453,64,0,0,51,-0.1682363419597184,2.129222025805126,-0.5687196185467573,0.6798964362063006,8,1,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,False,True,False,False,0.1499809262067903
3332,1985,-0.8983327231034111,1,0,2012-08-29,1.3085592512632087,-0.7129861804511716,-0.5608570816171703,68,7,5,17,0.8670642239462404,-0.3904912847325628,-0.5687196185467573,-0.5507847897348009,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,-1.273843262068342
2261,1969,-1.036394856273904,1,0,2013-06-23,-1.523324852089088,-0.8912804829664238,-0.6363011552898765,5,2,0,4,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-1.1661254027053516,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.5275816382563003
5346,1973,-1.1460535818390092,1,0,2013-07-03,1.3085592512632087,-0.8288774770860856,-0.5357090570596016,19,7,0,23,0.349413940993261,-0.3904912847325628,-0.9108984919135952,-0.8584550962200763,7,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,-1.364586534145687
4119,1963,-0.5443887127184087,0,0,2013-05-11,0.2379689195080722,-0.5703507384389697,-0.2339327623687767,44,34,22,89,-0.6858866249126978,-0.7504503290950897,0.7999958749205932,-0.8584550962200763,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.8042835008077464
535,1987,1.1630515748510477,0,0,2014-02-25,-1.0743676161917726,-0.4188005813010052,-0.0830446150233642,424,27,65,76,-0.6858866249126978,-0.3904912847325628,2.5108902417547814,2.218247968632677,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,-0.5018451963243695
